zone_id,osm_type,osm_id,name,amenity,lat,lon,footprint_m2,capacity,capacity_source,sq_m_per_person_used
Z-ASSAM-GUWAHATI-01,node,12974704815,GURU NANAK SPORTS ACADEMY,school,26.1684476,91.7485304,,,unknown,
Z-ASSAM-GUWAHATI-01,node,12974704816,,school,26.1684465,91.7485949,,,unknown,
Z-ASSAM-GUWAHATI-01,node,13016784568,Holy Kids,school,26.1593872,91.7338822,,,unknown,
Z-ASSAM-GUWAHATI-01,node,13517213190,Arya english Senior secondary school,school,26.1687006,91.7470676,,,unknown,
Z-ODISHA-PURI-01,node,4183385009,,school,19.805331,85.8432892,,,unknown,
Z-ODISHA-PURI-01,node,8073270483,,shelter,19.7966523,85.8273623,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,4707097989,,school,11.759971,79.754743,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,5227849019,Sacred Heart Technical Institute,school,11.7529978,79.7613485,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,5227855986,Sacred Heart Convent School,school,11.752663,79.7622702,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,5227877671,Municipal Higher Secondary School,school,11.7532242,79.7631137,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,11799300861,Kamatchi Shanmugam Matriculation Higher Secondary School,school,11.7254432,79.7678305,,,unknown,
Z-TAMILNADU-CUDDALORE-01,node,13021968518,Cuddalore GNU Linux Users Group,community_centre,11.741969,79.7585492,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,5197756733,,school,25.3129238,82.9998287,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,7577596685,,school,25.3067384,83.0081413,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,8156852456,Oxford street convent school,school,25.3429537,82.9966609,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,8156936526,Little lions school,school,25.3426135,82.9977301,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,9551566017,,shelter,25.3071646,83.0091994,,,unknown,
Z-UTTARPRADESH-VARANASI-01,node,10116901526,,school,25.2954087,82.9911925,,,unknown,
Z-BIHAR-MUZAFFARPUR-01,node,11691497093,,school,26.1265792,85.3812674,,,unknown,
Z-WESTBENGAL-COOCHBEHAR-01,node,4504881956,Mahal,community_centre,26.3183421,89.4497663,,,unknown,
Z-ASSAM-BARPETA-01,node,10687764905,"Kendriya Vidyalaya, Barpeta",school,26.3354003,91.0084676,,,unknown,
Z-ASSAM-BARPETA-01,node,10687977906,"St. Paul's English Medium School, Barpeta",school,26.3262766,91.0169887,,,unknown,
Z-ODISHA-BALASORE-01,node,4871331591,Mission School,school,21.5029747,86.9282289,,,unknown,
Z-ODISHA-BALASORE-01,node,11749915799,BDM Public School,school,21.4941782,86.9470518,,,unknown,
Z-ODISHA-BALASORE-01,node,11750548353,Christian High School,school,21.5032483,86.9283012,,,unknown,
Z-ODISHA-BALASORE-01,node,11750548394,Handicapped Welfare Institute,school,21.5037119,86.9300389,,,unknown,
Z-ODISHA-BALASORE-01,node,11752158771,Kids High International School,school,21.4984478,86.9367495,,,unknown,
Z-ANDHRAPRADESH-KURNOOL-01,node,2710789442,CATTAMANCHI e-GLOBAL SMART SCHOOL,school,15.8344404,78.0408209,,,unknown,
Z-ANDHRAPRADESH-KURNOOL-01,node,2712700016,Narayana Jr. College,school,15.8297616,78.0393919,,,unknown,
Z-ANDHRAPRADESH-KURNOOL-01,node,4447118762,TRINITY E.M. SCHOOL,school,15.8385316,78.0293186,,,unknown,
Z-ANDHRAPRADESH-KURNOOL-01,node,6935504320,Keshav Reddy School Ground,school,15.8379724,78.0178884,,,unknown,
Z-ANDHRAPRADESH-KURNOOL-01,node,11994772606,Sreeja high school,school,15.83831,78.0184148,,,unknown,
Z-KERALA-MUNNAR-01,node,6620340673,Aided Lower Primary School,school,10.0711956,77.0481867,,,unknown,
Z-KERALA-MUNNAR-01,node,9889689396,"Community Hall, Munnar",community_centre,10.0853548,77.0595434,,,unknown,
Z-KERALA-MUNNAR-01,node,10065736438,Government Vocational Higher Secondary School,school,10.0793076,77.0625284,,,unknown,
Z-KERALA-MUNNAR-01,node,10065739674,"Government Lower Primary School, Munnar",school,10.0767273,77.0627216,,,unknown,
Z-KERALA-MUNNAR-01,node,10065786330,Government Anglo Tamil Lower Primary School,school,10.0802069,77.0619562,,,unknown,
Z-KERALA-MUNNAR-01,node,10065803743,"Tiny Tots English Medium School, Munnar",school,10.0811312,77.0606627,,,unknown,
Z-KERALA-MUNNAR-01,node,10068035363,Carmel Auditorium,community_centre,10.0882948,77.0597506,,,unknown,
Z-KERALA-MUNNAR-01,node,10079157751,"Aided Lower Primary School, Nadayar",school,10.0860626,77.05875,,,unknown,
Z-KERALA-MUNNAR-01,node,12692744587,,shelter,10.0842156,77.0717382,,,unknown,
Z-KARNATAKA-MADIKERI-01,node,1160647913,Rotary Club,community_centre,12.4149338,75.7486708,,,unknown,
Z-KARNATAKA-MADIKERI-01,node,4447861490,General Thimmayya School,school,12.4210705,75.7423142,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,3319254758,Bethany school,school,27.0380697,88.264949,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,4049685131,Mahatma Gandhi High School,school,27.0493571,88.2695448,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,4050426728,Vidya Vikash Academy,school,27.0523334,88.2651119,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,4558863490,,shelter,27.0184301,88.2569858,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,5838575185,,school,27.0520839,88.2607322,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,12650028017,,shelter,27.0352064,88.2709671,,,unknown,
Z-WESTBENGAL-DARJEELING-01,node,12651084294,,shelter,27.0174834,88.2783162,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,1446757640,Tibetan Homes School,school,30.469815,78.0504951,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,2047659896,Wynberg-Allen Senior School,school,30.4453065,78.0893993,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,2047660248,Wynberg-Allen Junior School,school,30.4491542,78.0892599,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,4212033321,Mussoorie Public School,school,30.4577842,78.0762316,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,5933577656,Sardar Patel Hall,community_centre,30.4692452,78.0548645,,,unknown,
Z-UTTARAKHAND-MUSSOORIE-01,node,5933584727,Sampoornanad Auditorium,community_centre,30.469088,78.0556584,,,unknown,
Z-KERALA-IDUKKI-01,node,8691224909,"Community Hall, Kuthirakkallu",community_centre,9.8645358,76.9691495,,,unknown,
Z-KERALA-IDUKKI-01,node,8725432605,"Community Hall,Mariyapuram",community_centre,9.8562949,76.9871921,,,unknown,
Z-KERALA-IDUKKI-01,node,8976132155,Girijyothi CMI Public School,school,9.8635862,76.9560683,,,unknown,
Z-TAMILNADU-OOTY-01,node,280942706,Breeks All India Secondary School,school,11.4124436,76.7014757,,,unknown,
Z-TAMILNADU-OOTY-01,node,283615937,Nazareth Convent,school,11.4070228,76.6942109,,,unknown,
Z-TAMILNADU-OOTY-01,node,283629438,Smyrna Home,shelter,11.3948147,76.6961858,,,unknown,
Z-TAMILNADU-OOTY-01,node,290585815,Kingsbury Nursery School,school,11.4152621,76.7076641,,,unknown,
Z-TAMILNADU-OOTY-01,node,378180886,New Era School,school,11.4155795,76.7038858,,,unknown,
Z-TAMILNADU-OOTY-01,node,393869299,Cliff School,school,11.40905,76.6921253,,,unknown,
Z-TAMILNADU-OOTY-01,node,393869300,St. Joseph's School,school,11.4095823,76.6943961,,,unknown,
Z-TAMILNADU-OOTY-01,node,393869370,Cliff School annexe,school,11.4079645,76.6881783,,,unknown,
Z-TAMILNADU-OOTY-01,node,413395250,School for the deaf,school,11.41603,76.7100466,,,unknown,
Z-TAMILNADU-OOTY-01,node,1326279044,Manjur,school,11.3935964,76.6712454,,,unknown,
Z-TAMILNADU-OOTY-01,node,1400711462,Xlquest,school,11.4125127,76.7024061,,,unknown,
Z-TAMILNADU-OOTY-01,node,1650194640,Bethlehem school,school,11.4067358,76.6946692,,,unknown,
Z-TAMILNADU-OOTY-01,node,1676769359,Nirmala school,school,11.4152935,76.6816599,,,unknown,
Z-TAMILNADU-OOTY-01,node,4880408598,Kluney Manor Wedding Hall,shelter,11.3973164,76.698393,,,unknown,
Z-TAMILNADU-OOTY-01,node,6367891892,,school,11.4138658,76.6973811,,,unknown,
Z-TAMILNADU-OOTY-01,node,11041729935,A Studio In The Mountains,school,11.3873452,76.7056472,,,unknown,
Z-TAMILNADU-OOTY-01,node,13446506483,Crescent Castle Public School,school,11.4034253,76.7165544,,,unknown,
Z-TAMILNADU-OOTY-01,node,13938043644,St. Hilda Boys School,school,11.3991668,76.6908048,,,unknown,
Z-TAMILNADU-OOTY-01,node,13938043645,Gell Memorial Girls Higher Secondary School,school,11.3975829,76.6900763,,,unknown,
Z-TAMILNADU-OOTY-01,node,13938114136,St. Antonys School,school,11.381472,76.7061086,,,unknown,
Z-TAMILNADU-OOTY-01,node,13938114137,Nilagiris Public School,school,11.3819527,76.7077011,,,unknown,
Z-TAMILNADU-OOTY-01,node,13938114138,Lena School,school,11.3823923,76.7071827,,,unknown,
Z-MIZORAM-AIZAWL-01,node,6886476286,Mary Mount School,school,23.7066402,92.7171902,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,3431270698,Pine Mount School,school,25.5654202,91.8806002,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,5864949388,Persara School,school,25.5808522,91.8692547,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,5864949392,Mawprem Modern HS School,school,25.5823863,91.8693343,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,5864950786,Dorbar Hall Mawprem,community_centre,25.5818088,91.869163,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,6100958077,Meghalaya Police Public School,school,25.5928082,91.898164,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,6960060187,Dinam Hall,community_centre,25.583164,91.8756803,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,10697365684,S. Ferrando Memorial School,school,25.5578994,91.9031976,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,11749731973,Mary Rice center for special education,school,25.5696883,91.8957233,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,12353534046,Seng Khasi School,school,25.5888792,91.8772578,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,12353534134,,community_centre,25.5867694,91.8806815,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,12353534214,,school,25.5887524,91.8794795,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,12353534257,,school,25.5919283,91.881485,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,12353534279,,school,25.593274,91.883659,,,unknown,
Z-MEGHALAYA-SHILLONG-01,node,14141600596,Lama Villa Community Hall,community_centre,25.5801225,91.8724681,,,unknown,
Z-LADAKH-LEH-01,node,484248270,Moravian School,school,34.1668983,77.5827808,,,unknown,
Z-LADAKH-LEH-01,node,1442218952,Govt. Boys Hr. Secondary School,school,34.1530492,77.5817605,,,unknown,
Z-LADAKH-LEH-01,node,2575443639,Sindh Public School,school,34.1558569,77.5793175,,,unknown,
Z-LADAKH-LEH-01,node,2575449265,Islamia Public School,school,34.1458875,77.5773397,,,unknown,
Z-LADAKH-LEH-01,node,2575456628,Leh Modern School,school,34.1589285,77.5810073,,,unknown,
Z-LADAKH-LEH-01,node,3699683338,Ladakh Ecological Development Group,community_centre,34.1681148,77.5841568,,,unknown,
Z-LADAKH-LEH-01,node,5013728025,ITCT computer educ,school,34.1605936,77.5864984,,,unknown,
Z-LADAKH-LEH-01,node,5740529321,Youth Cultural Centre,community_centre,34.1652075,77.5727847,,,unknown,
Z-LADAKH-LEH-01,node,6759145485,Eco-municipal park,community_centre,34.1618097,77.585577,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,994331173,Yongling School,school,32.2369086,76.3262983,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,1230142195,TCV Day School,school,32.2373067,76.3238049,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,1455063755,Learning and Ideas for Tibet (LIT),school,32.2356476,76.3272563,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,2511966864,Dhaulpur School,school,32.2092369,76.3284389,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,3067019065,Charan,shelter,32.2055729,76.3280226,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,4280408472,Kangra School of Music and Arts,school,32.2181748,76.3191,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,4805657722,Lev Yehudi,community_centre,32.2428481,76.3338308,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,6039120885,Hope Gallery,community_centre,32.2348131,76.3282985,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,6503989814,Kendriya Vidyalaya,school,32.2303296,76.3071295,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,6506109422,,shelter,32.2311396,76.3182238,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,8039950423,Kangra Valley Senior Secondary School,school,32.1961068,76.3430917,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,11402736434,Bhagsunag Primary School,school,32.2439023,76.3333632,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,13327355065,Boulder Shelter,shelter,32.243619,76.3360448,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,13354687535,Cave Shelter,shelter,32.2407031,76.335182,,,unknown,
Z-HIMACHAL-DHARAMSHALA-01,node,13668115393,Govt Primary School Jogibara,school,32.2282181,76.3276443,,,unknown,
Z-ODISHA-PARADIP-01,node,4696613604,IOCL School,school,20.2963465,86.6154475,,,unknown,
Z-ANDHRAPRADESH-VISAKHAPATNAM-01,node,5087013673,,school,17.6872274,83.2206898,,,unknown,
Z-ANDHRAPRADESH-VISAKHAPATNAM-01,node,11922771896,Function hall(dronamraju),community_centre,17.6888812,83.2001061,,,unknown,
Z-ANDHRAPRADESH-VISAKHAPATNAM-01,node,12837010564,,community_centre,17.6900154,83.235484,,,unknown,
Z-KARNATAKA-KARWAR-01,node,1902397080,,shelter,14.8139684,74.1272344,,,unknown,
Z-KARNATAKA-KARWAR-01,node,2587703113,,shelter,14.8382385,74.132271,,,unknown,
Z-MAHARASHTRA-RATNAGIRI-01,node,11050927793,GGPS Gurukul,school,16.9878605,73.3004116,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,1472937218,St. Joseph's Higher Secondary School For Girls,school,9.4988308,76.3304218,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,2919806544,Jyoti Nikethan High School,school,9.4733471,76.3370791,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,3955482024,Ali Muhamedsha Madrssa,school,9.4914743,76.3231193,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,3966730409,Government Higher Secondary School For Girls Alpy,school,9.4927493,76.3390391,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,3966758933,"Municipal Town Square, Alappuzha",community_centre,9.5016428,76.3425896,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,3979387477,YMA Lower Primary School,school,9.4928563,76.326233,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,3990462815,Rotary community,community_centre,9.4946622,76.3300789,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,4007576134,Aiswarya Auditorioum,community_centre,9.500331,76.3398708,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,4648654572,Carmel Hall,community_centre,9.4976589,76.3442205,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,7453725011,SDV higher secondary school,school,9.5018674,76.3412334,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,7475979613,St. Mary's Residential Central School,school,9.5071592,76.3269024,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,7510496401,vadikadu school,school,9.5132036,76.3440927,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,8559546192,,school,9.4996205,76.3298339,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,14078220259,SDV English Medium Higher Seconday School,school,9.5019199,76.3401477,,,unknown,
Z-KERALA-ALAPPUZHA-01,node,14078220260,SDV Girls Higher Secondary School,school,9.5012795,76.3412579,,,unknown,
Z-TAMILNADU-NAGAPATTINAM-01,node,9669598982,Kalangarai,community_centre,10.7624545,79.8240372,,,unknown,
Z-DAMANDIU-DIU-01,node,3296282227,,shelter,20.7084086,70.9841971,,,unknown,
Z-DAMANDIU-DIU-01,node,3296282231,,shelter,20.7096088,70.986271,,,unknown,
Z-DAMANDIU-DIU-01,node,3296282243,,shelter,20.7102225,70.9873615,,,unknown,
Z-ASSAM-JORHAT-01,node,2383182479,Devicharan Baruah School,school,26.7550039,94.1998385,,,unknown,
Z-ASSAM-JORHAT-01,node,2383182488,Tarajan Mojoliya Vidyalaya,school,26.7561673,94.1955616,,,unknown,
Z-ASSAM-JORHAT-01,node,2383182489,Tarajan High School,school,26.7561131,94.1952295,,,unknown,
Z-ASSAM-JORHAT-01,node,2383182573,Junaki Sangha Vidyalay,school,26.7513596,94.2025848,,,unknown,
Z-ASSAM-JORHAT-01,node,2383182595,Bidydhar Sarma Memorial High School,school,26.7506978,94.2075646,,,unknown,
Z-MANIPUR-IMPHAL-01,node,10947433058,Community network for empowerment,community_centre,24.7951896,93.9303294,,,unknown,
